-1.73641, -2.94043
0.126425, -0.306234
0.203071, 1.03275
-4.47103, 0.687245
4.03759, -4.6556
-2.07444, 0.942002
-2.73345, -3.29796
-4.24327, -3.82113
-4.83191, -0.818356
-3.70821, 1.62566
-1.54549, -2.9877
-4.36671, -4.77455
0.5524, -0.233287
2.5144, -4.97277
-1.09618, 4.67934
-0.356935, -2.96977
3.2013, -0.933348
4.34629, -3.74512
4.404, 4.25113
1.06644, 2.96017
-2.11224, 3.98078
-1.83228, -0.0738139
2.37219, -2.23548
-1.60407, -0.0333061
2.62162, 0.17432
0.631986, -3.08878
1.67245, -1.95159
-3.71448, 1.96941
-0.0996028, 0.403836
-0.652391, 1.61897
0.0718785, 2.15792
-1.1172, -3.913
-4.84846, -1.42115
-2.72691, -0.544792
-1.34737, -1.46228
-0.922657, -4.06867
4.37103, 1.60507
2.74618, 1.59979
-3.84803, -2.99923
1.00722, -1.11175
0.678177, -3.76982
2.44077, 1.14558
2.97921, 0.472043
-4.90094, -1.61003
0.346397, -2.33588
-1.95949, 0.911088
4.56131, 1.68515
4.97593, -4.35833
2.83439, 0.671486
-0.960385, -1.117
-3.30428, -3.36703
3.75059, -1.9036
-3.56781, 2.13437
3.827, 2.2648
1.74181, -0.438294
3.53052, 4.17968
1.35123, -3.24005
-0.918599, -4.49821
3.75931, 1.66114
-3.60549, -4.65275
-4.57243, 4.6578
3.5009, 1.42261
3.10467, -2.65804
-2.34062, -2.48377
4.07214, 0.937493
-3.98836, -2.21824
-3.47639, -1.89537
2.93889, 4.24232
-4.30821, 3.27837
0.846378, 4.00721
-2.5698, 4.49207
-0.694562, 3.72227
-3.48028, 3.59845
2.25472, 4.85176
2.84065, 1.48229
-2.2011, 0.783367
4.63373, 4.50077
0.103065, -1.08379
-1.66818, 1.91486
-0.414576, 3.47824
1.90562, 0.101077
4.24314, 0.657048
0.422147, -3.84124
1.25262, 1.73576
4.71477, 4.14133
0.27443, 4.51085
-3.07508, 4.21717
-3.9638, 2.72541
-0.525924, -4.03028
2.1965, -0.837817
0.101069, -1.17175
-2.79323, 4.17496
-2.64425, -2.98185
-1.55623, -1.24887
4.84122, 4.85916
-2.59616, 2.83795
4.06995, -3.16552
-3.08412, -4.03857
4.63389, 1.40372
3.38807, 0.639717
-4.86143, -1.4729
1.86339, -0.550611
1.72912, -1.51733
-0.508965, -4.26229
4.82161, -1.34458
0.859221, 4.96851
4.68427, 0.108528
4.9756, -0.186202
-2.30679, -3.84919
3.5826, -4.1858
-3.61916, -0.284629
0.578469, -3.6266
-4.17042, -1.2221
-4.23666, 3.85752
-1.37123, 2.56733
-2.3099, -2.34182
1.66051, 3.94728
1.38015, -2.54364
-4.37317, 2.74758
-0.064157, -0.0137618
-3.2487, 3.36627
4.07819, -3.07294
-2.17484, -0.306897
1.3556, -1.08444
0.121628, -1.93482
4.76671, 2.02899
0.138227, 0.978731
-2.06193, -3.41623
-3.8272, 1.76246
-3.52096, -0.940819
3.98408, 4.16719
-0.0509073, 3.909
1.88462, -3.66741
-0.176862, -2.32655
1.27778, 1.03026
1.30232, 0.0438852
-4.34209, 3.31662
2.72209, -0.55469
0.284517, 2.30928
-0.846088, 0.556725
-3.98116, -0.0338994
-3.36008, 1.44312
-1.85991, 0.421807
1.96163, 4.27078
-2.63449, -2.76356
-1.89072, -1.24918
2.87386, 1.13408
-2.56766, -3.47521
2.02778, 0.447221
-0.876329, -0.123201
-1.07838, 3.20766
